risk,risk_name,week,indicator,weight,value,composite_warning,warning_state
R2,Cybersecurity breach - geo/address data,6,zero_trust_gap,0.25,0.4852,0.3485,0
R2,Cybersecurity breach - geo/address data,7,zero_trust_gap,0.25,0.534,0.5972,1
R2,Cybersecurity breach - geo/address data,8,zero_trust_gap,0.25,0.4894,0.3476,0
R2,Cybersecurity breach - geo/address data,9,zero_trust_gap,0.25,0.5055,0.5291,0
R2,Cybersecurity breach - geo/address data,10,zero_trust_gap,0.25,0.3988,0.3376,0
R2,Cybersecurity breach - geo/address data,11,zero_trust_gap,0.25,0.5291,0.5497,0
R2,Cybersecurity breach - geo/address data,12,zero_trust_gap,0.25,0.2141,0.5156,0
R2,Cybersecurity breach - geo/address data,13,zero_trust_gap,0.25,0.5659,0.4526,0
R2,Cybersecurity breach - geo/address data,14,zero_trust_gap,0.25,0.1485,0.4765,0
R2,Cybersecurity breach - geo/address data,15,zero_trust_gap,0.25,0.2065,0.3738,0
R2,Cybersecurity breach - geo/address data,16,zero_trust_gap,0.25,0.4776,0.4667,0
R2,Cybersecurity breach - geo/address data,17,zero_trust_gap,0.25,0.4247,0.393,0
R2,Cybersecurity breach - geo/address data,18,zero_trust_gap,0.25,0.3098,0.3115,0
R2,Cybersecurity breach - geo/address data,19,zero_trust_gap,0.25,0.4518,0.3612,0
R2,Cybersecurity breach - geo/address data,20,zero_trust_gap,0.25,0.5956,0.4653,0
R2,Cybersecurity breach - geo/address data,21,zero_trust_gap,0.25,0.3618,0.5563,1
R2,Cybersecurity breach - geo/address data,22,zero_trust_gap,0.25,0.5915,0.4343,0
R2,Cybersecurity breach - geo/address data,23,zero_trust_gap,0.25,0.4418,0.4602,0
R2,Cybersecurity breach - geo/address data,24,zero_trust_gap,0.25,0.4162,0.4495,0
R2,Cybersecurity breach - geo/address data,25,zero_trust_gap,0.25,0.5523,0.5334,0
R2,Cybersecurity breach - geo/address data,26,zero_trust_gap,0.25,0.4677,0.4601,0
R2,Cybersecurity breach - geo/address data,27,zero_trust_gap,0.25,0.4079,0.4268,0
R2,Cybersecurity breach - geo/address data,28,zero_trust_gap,0.25,0.4609,0.5555,1
R2,Cybersecurity breach - geo/address data,29,zero_trust_gap,0.25,0.3225,0.4416,0
R2,Cybersecurity breach - geo/address data,30,zero_trust_gap,0.25,0.3327,0.5798,1
R2,Cybersecurity breach - geo/address data,31,zero_trust_gap,0.25,0.4209,0.4794,0
R2,Cybersecurity breach - geo/address data,32,zero_trust_gap,0.25,0.3942,0.323,0
R2,Cybersecurity breach - geo/address data,33,zero_trust_gap,0.25,0.6044,0.3542,0
R2,Cybersecurity breach - geo/address data,34,zero_trust_gap,0.25,0.3402,0.5446,0
R2,Cybersecurity breach - geo/address data,35,zero_trust_gap,0.25,0.3853,0.5759,1
R2,Cybersecurity breach - geo/address data,36,zero_trust_gap,0.25,0.4603,0.4409,0
R2,Cybersecurity breach - geo/address data,37,zero_trust_gap,0.25,0.3813,0.3637,0
R2,Cybersecurity breach - geo/address data,38,zero_trust_gap,0.25,0.5697,0.5643,1
R2,Cybersecurity breach - geo/address data,39,zero_trust_gap,0.25,0.3688,0.3545,0
R2,Cybersecurity breach - geo/address data,40,zero_trust_gap,0.25,0.3889,0.3895,0
R2,Cybersecurity breach - geo/address data,41,zero_trust_gap,0.25,0.5112,0.4967,0
R2,Cybersecurity breach - geo/address data,42,zero_trust_gap,0.25,0.4439,0.4299,0
R2,Cybersecurity breach - geo/address data,43,zero_trust_gap,0.25,0.3663,0.4299,0
R2,Cybersecurity breach - geo/address data,44,zero_trust_gap,0.25,0.4919,0.4312,0
R2,Cybersecurity breach - geo/address data,45,zero_trust_gap,0.25,0.4938,0.4748,0
R2,Cybersecurity breach - geo/address data,46,zero_trust_gap,0.25,0.3161,0.5666,1
R2,Cybersecurity breach - geo/address data,47,zero_trust_gap,0.25,0.4178,0.4584,0
R2,Cybersecurity breach - geo/address data,48,zero_trust_gap,0.25,0.4991,0.4997,0
R2,Cybersecurity breach - geo/address data,49,zero_trust_gap,0.25,0.4664,0.3477,0
R2,Cybersecurity breach - geo/address data,50,zero_trust_gap,0.25,0.5164,0.437,0
R2,Cybersecurity breach - geo/address data,51,zero_trust_gap,0.25,0.364,0.3929,0
R2,Cybersecurity breach - geo/address data,52,zero_trust_gap,0.25,0.4171,0.3467,0
R2,Cybersecurity breach - geo/address data,53,zero_trust_gap,0.25,0.4068,0.3313,0
R2,Cybersecurity breach - geo/address data,54,zero_trust_gap,0.25,0.471,0.4182,0
R2,Cybersecurity breach - geo/address data,55,zero_trust_gap,0.25,0.4815,0.5107,0
R2,Cybersecurity breach - geo/address data,56,zero_trust_gap,0.25,0.5323,0.3098,0
R2,Cybersecurity breach - geo/address data,57,zero_trust_gap,0.25,0.6119,0.4512,0
R2,Cybersecurity breach - geo/address data,58,zero_trust_gap,0.25,0.6009,0.4326,0
R2,Cybersecurity breach - geo/address data,59,zero_trust_gap,0.25,0.431,0.4083,0
R2,Cybersecurity breach - geo/address data,60,zero_trust_gap,0.25,0.5386,0.5602,1
R2,Cybersecurity breach - geo/address data,61,zero_trust_gap,0.25,0.5522,0.4693,0
R2,Cybersecurity breach - geo/address data,62,zero_trust_gap,0.25,0.4933,0.5705,1
R2,Cybersecurity breach - geo/address data,63,zero_trust_gap,0.25,0.4798,0.4342,0
R2,Cybersecurity breach - geo/address data,64,zero_trust_gap,0.25,0.6309,0.4134,0
R2,Cybersecurity breach - geo/address data,65,zero_trust_gap,0.25,0.4247,0.4278,0
R2,Cybersecurity breach - geo/address data,66,zero_trust_gap,0.25,0.2744,0.4532,0
R2,Cybersecurity breach - geo/address data,67,zero_trust_gap,0.25,0.4833,0.4575,0
R2,Cybersecurity breach - geo/address data,68,zero_trust_gap,0.25,0.4745,0.339,0
R2,Cybersecurity breach - geo/address data,69,zero_trust_gap,0.25,0.446,0.4603,0
R2,Cybersecurity breach - geo/address data,70,zero_trust_gap,0.25,0.5365,0.4814,0
R2,Cybersecurity breach - geo/address data,71,zero_trust_gap,0.25,0.4205,0.5176,0
R2,Cybersecurity breach - geo/address data,72,zero_trust_gap,0.25,0.344,0.5365,0
R2,Cybersecurity breach - geo/address data,73,zero_trust_gap,0.25,0.4283,0.319,0
R2,Cybersecurity breach - geo/address data,74,zero_trust_gap,0.25,0.4347,0.4084,0
R2,Cybersecurity breach - geo/address data,75,zero_trust_gap,0.25,0.3512,0.3426,0
R2,Cybersecurity breach - geo/address data,76,zero_trust_gap,0.25,0.5964,0.4074,0
R2,Cybersecurity breach - geo/address data,77,zero_trust_gap,0.25,0.4091,0.4612,0
R2,Cybersecurity breach - geo/address data,78,zero_trust_gap,0.25,0.2207,0.5268,0
R2,Cybersecurity breach - geo/address data,79,zero_trust_gap,0.25,0.2307,0.3619,0
R2,Cybersecurity breach - geo/address data,80,zero_trust_gap,0.25,0.3511,0.3724,0
R2,Cybersecurity breach - geo/address data,81,zero_trust_gap,0.25,0.4214,0.3401,0
R2,Cybersecurity breach - geo/address data,82,zero_trust_gap,0.25,0.4387,0.4256,0
R2,Cybersecurity breach - geo/address data,83,zero_trust_gap,0.25,0.4451,0.3553,0
R2,Cybersecurity breach - geo/address data,84,zero_trust_gap,0.25,0.503,0.3945,0
R2,Cybersecurity breach - geo/address data,85,zero_trust_gap,0.25,0.5089,0.3565,0
R2,Cybersecurity breach - geo/address data,86,zero_trust_gap,0.25,0.4802,0.459,0
R2,Cybersecurity breach - geo/address data,87,zero_trust_gap,0.25,0.5037,0.3305,0
R2,Cybersecurity breach - geo/address data,88,zero_trust_gap,0.25,0.4605,0.3218,0
R2,Cybersecurity breach - geo/address data,89,zero_trust_gap,0.25,0.2416,0.5784,1
R2,Cybersecurity breach - geo/address data,90,zero_trust_gap,0.25,0.4174,0.3353,0
R2,Cybersecurity breach - geo/address data,91,zero_trust_gap,0.25,0.2852,0.3596,0
R2,Cybersecurity breach - geo/address data,92,zero_trust_gap,0.25,0.4239,0.5646,1
R2,Cybersecurity breach - geo/address data,93,zero_trust_gap,0.25,0.466,0.5765,1
R2,Cybersecurity breach - geo/address data,94,zero_trust_gap,0.25,0.5211,0.3385,0
R2,Cybersecurity breach - geo/address data,95,zero_trust_gap,0.25,0.5413,0.3784,0
R2,Cybersecurity breach - geo/address data,96,zero_trust_gap,0.25,0.5001,0.4487,0
R2,Cybersecurity breach - geo/address data,97,zero_trust_gap,0.25,0.2956,0.5366,0
R2,Cybersecurity breach - geo/address data,98,zero_trust_gap,0.25,0.4191,0.3282,0
R2,Cybersecurity breach - geo/address data,99,zero_trust_gap,0.25,0.3186,0.4067,0
R2,Cybersecurity breach - geo/address data,100,zero_trust_gap,0.25,0.3234,0.4565,0
R2,Cybersecurity breach - geo/address data,101,zero_trust_gap,0.25,0.4951,0.4663,0
R2,Cybersecurity breach - geo/address data,102,zero_trust_gap,0.25,0.4276,0.4419,0
R2,Cybersecurity breach - geo/address data,103,zero_trust_gap,0.25,0.4986,0.4083,0
R2,Cybersecurity breach - geo/address data,104,zero_trust_gap,0.25,0.5112,0.3476,0
R2,Cybersecurity breach - geo/address data,105,zero_trust_gap,0.25,0.4089,0.4193,0
R2,Cybersecurity breach - geo/address data,106,zero_trust_gap,0.25,0.5944,0.4239,0
R2,Cybersecurity breach - geo/address data,107,zero_trust_gap,0.25,0.4997,0.444,0
R2,Cybersecurity breach - geo/address data,108,zero_trust_gap,0.25,0.5172,0.3932,0
R2,Cybersecurity breach - geo/address data,109,zero_trust_gap,0.25,0.3763,0.5063,0
R2,Cybersecurity breach - geo/address data,110,zero_trust_gap,0.25,0.3211,0.4951,0
R2,Cybersecurity breach - geo/address data,111,zero_trust_gap,0.25,0.3622,0.4518,0
R2,Cybersecurity breach - geo/address data,112,zero_trust_gap,0.25,0.4151,0.4586,0
R2,Cybersecurity breach - geo/address data,113,zero_trust_gap,0.25,0.3099,0.4052,0
R2,Cybersecurity breach - geo/address data,114,zero_trust_gap,0.25,0.4618,0.4018,0
R2,Cybersecurity breach - geo/address data,115,zero_trust_gap,0.25,0.3688,0.3881,0
R2,Cybersecurity breach - geo/address data,116,zero_trust_gap,0.25,0.5081,0.4714,0
R2,Cybersecurity breach - geo/address data,117,zero_trust_gap,0.25,0.381,0.4242,0
R2,Cybersecurity breach - geo/address data,118,zero_trust_gap,0.25,0.68,0.5982,1
R2,Cybersecurity breach - geo/address data,119,zero_trust_gap,0.25,0.2643,0.5804,1
R2,Cybersecurity breach - geo/address data,120,zero_trust_gap,0.25,0.5966,0.4686,0
R2,Cybersecurity breach - geo/address data,121,zero_trust_gap,0.25,0.4472,0.3576,0
R2,Cybersecurity breach - geo/address data,122,zero_trust_gap,0.25,0.3857,0.338,0
R2,Cybersecurity breach - geo/address data,123,zero_trust_gap,0.25,0.4974,0.5479,0
R2,Cybersecurity breach - geo/address data,124,zero_trust_gap,0.25,0.4501,0.4808,0
R2,Cybersecurity breach - geo/address data,125,zero_trust_gap,0.25,0.3998,0.5028,0
R2,Cybersecurity breach - geo/address data,126,zero_trust_gap,0.25,0.5177,0.3132,0
R2,Cybersecurity breach - geo/address data,127,zero_trust_gap,0.25,0.3665,0.527,0
R2,Cybersecurity breach - geo/address data,128,zero_trust_gap,0.25,0.5636,0.4603,0
R2,Cybersecurity breach - geo/address data,129,zero_trust_gap,0.25,0.3729,0.3284,0
R2,Cybersecurity breach - geo/address data,130,zero_trust_gap,0.25,0.4513,0.3942,0
R2,Cybersecurity breach - geo/address data,131,zero_trust_gap,0.25,0.362,0.4623,0
R2,Cybersecurity breach - geo/address data,132,zero_trust_gap,0.25,0.5474,0.4239,0
R2,Cybersecurity breach - geo/address data,133,zero_trust_gap,0.25,0.5532,0.4262,0
R2,Cybersecurity breach - geo/address data,134,zero_trust_gap,0.25,0.3595,0.4048,0
R2,Cybersecurity breach - geo/address data,135,zero_trust_gap,0.25,0.476,0.416,0
R2,Cybersecurity breach - geo/address data,136,zero_trust_gap,0.25,0.3234,0.4267,0
R2,Cybersecurity breach - geo/address data,137,zero_trust_gap,0.25,0.4755,0.5801,1
R2,Cybersecurity breach - geo/address data,138,zero_trust_gap,0.25,0.3161,0.3563,0
R2,Cybersecurity breach - geo/address data,139,zero_trust_gap,0.25,0.3516,0.4592,0
R2,Cybersecurity breach - geo/address data,140,zero_trust_gap,0.25,0.4782,0.5141,0
R2,Cybersecurity breach - geo/address data,141,zero_trust_gap,0.25,0.6567,0.4845,0
R2,Cybersecurity breach - geo/address data,142,zero_trust_gap,0.25,0.7971,0.4214,0
R2,Cybersecurity breach - geo/address data,143,zero_trust_gap,0.25,0.391,0.2885,0
R2,Cybersecurity breach - geo/address data,144,zero_trust_gap,0.25,0.5775,0.4767,0
R2,Cybersecurity breach - geo/address data,145,zero_trust_gap,0.25,0.5161,0.5665,1
R2,Cybersecurity breach - geo/address data,146,zero_trust_gap,0.25,0.3844,0.3182,0
R2,Cybersecurity breach - geo/address data,147,zero_trust_gap,0.25,0.4959,0.5012,0
R2,Cybersecurity breach - geo/address data,148,zero_trust_gap,0.25,0.4446,0.4,0
R2,Cybersecurity breach - geo/address data,149,zero_trust_gap,0.25,0.466,0.4631,0
R2,Cybersecurity breach - geo/address data,150,zero_trust_gap,0.25,0.3619,0.3449,0
R2,Cybersecurity breach - geo/address data,151,zero_trust_gap,0.25,0.235,0.3846,0
R2,Cybersecurity breach - geo/address data,152,zero_trust_gap,0.25,0.1977,0.5177,0
R2,Cybersecurity breach - geo/address data,153,zero_trust_gap,0.25,0.4432,0.4433,0
R2,Cybersecurity breach - geo/address data,154,zero_trust_gap,0.25,0.3925,0.5639,1
R2,Cybersecurity breach - geo/address data,155,zero_trust_gap,0.25,0.372,0.5379,0
R2,Cybersecurity breach - geo/address data,156,zero_trust_gap,0.25,0.538,0.5282,0
R2,Cybersecurity breach - geo/address data,1,mttr_days,0.15,0.5672,0.4869,0
R2,Cybersecurity breach - geo/address data,2,mttr_days,0.15,0.4084,0.504,0
R2,Cybersecurity breach - geo/address data,3,mttr_days,0.15,0.3987,0.424,0
R2,Cybersecurity breach - geo/address data,4,mttr_days,0.15,0.5303,0.3492,0
R2,Cybersecurity breach - geo/address data,5,mttr_days,0.15,0.5682,0.3228,0
R2,Cybersecurity breach - geo/address data,6,mttr_days,0.15,0.4941,0.3485,0
R2,Cybersecurity breach - geo/address data,7,mttr_days,0.15,0.5589,0.5972,1
R2,Cybersecurity breach - geo/address data,8,mttr_days,0.15,0.5351,0.3476,0
R2,Cybersecurity breach - geo/address data,9,mttr_days,0.15,0.5953,0.5291,0
R2,Cybersecurity breach - geo/address data,10,mttr_days,0.15,0.4384,0.3376,0
R2,Cybersecurity breach - geo/address data,11,mttr_days,0.15,0.4945,0.5497,0
R2,Cybersecurity breach - geo/address data,12,mttr_days,0.15,0.6171,0.5156,0
R2,Cybersecurity breach - geo/address data,13,mttr_days,0.15,0.3527,0.4526,0
R2,Cybersecurity breach - geo/address data,14,mttr_days,0.15,0.5751,0.4765,0
R2,Cybersecurity breach - geo/address data,15,mttr_days,0.15,0.3229,0.3738,0
R2,Cybersecurity breach - geo/address data,16,mttr_days,0.15,0.3979,0.4667,0
R2,Cybersecurity breach - geo/address data,17,mttr_days,0.15,0.5548,0.393,0
R2,Cybersecurity breach - geo/address data,18,mttr_days,0.15,0.5074,0.3115,0
R2,Cybersecurity breach - geo/address data,19,mttr_days,0.15,0.5352,0.3612,0
R2,Cybersecurity breach - geo/address data,20,mttr_days,0.15,0.4374,0.4653,0
R2,Cybersecurity breach - geo/address data,21,mttr_days,0.15,0.294,0.5563,1
R2,Cybersecurity breach - geo/address data,22,mttr_days,0.15,0.452,0.4343,0
R2,Cybersecurity breach - geo/address data,23,mttr_days,0.15,0.5038,0.4602,0
R2,Cybersecurity breach - geo/address data,24,mttr_days,0.15,0.4658,0.4495,0
R2,Cybersecurity breach - geo/address data,25,mttr_days,0.15,0.528,0.5334,0
R2,Cybersecurity breach - geo/address data,26,mttr_days,0.15,0.4305,0.4601,0
R2,Cybersecurity breach - geo/address data,27,mttr_days,0.15,0.4566,0.4268,0
R2,Cybersecurity breach - geo/address data,28,mttr_days,0.15,0.3982,0.5555,1
R2,Cybersecurity breach - geo/address data,29,mttr_days,0.15,0.3892,0.4416,0
R2,Cybersecurity breach - geo/address data,30,mttr_days,0.15,0.4238,0.5798,1
R2,Cybersecurity breach - geo/address data,31,mttr_days,0.15,0.2732,0.4794,0
R2,Cybersecurity breach - geo/address data,32,mttr_days,0.15,0.3443,0.323,0
R2,Cybersecurity breach - geo/address data,33,mttr_days,0.15,0.492,0.3542,0
R2,Cybersecurity breach - geo/address data,34,mttr_days,0.15,0.4608,0.5446,0
R2,Cybersecurity breach - geo/address data,35,mttr_days,0.15,0.5637,0.5759,1
R2,Cybersecurity breach - geo/address data,36,mttr_days,0.15,0.3563,0.4409,0
R2,Cybersecurity breach - geo/address data,37,mttr_days,0.15,0.27,0.3637,0
R2,Cybersecurity breach - geo/address data,38,mttr_days,0.15,0.2244,0.5643,1
R2,Cybersecurity breach - geo/address data,39,mttr_days,0.15,0.4809,0.3545,0
R2,Cybersecurity breach - geo/address data,40,mttr_days,0.15,0.4384,0.3895,0
R2,Cybersecurity breach - geo/address data,41,mttr_days,0.15,0.3506,0.4967,0
R2,Cybersecurity breach - geo/address data,42,mttr_days,0.15,0.5879,0.4299,0
R2,Cybersecurity breach - geo/address data,43,mttr_days,0.15,0.3474,0.4299,0
R2,Cybersecurity breach - geo/address data,44,mttr_days,0.15,0.5414,0.4312,0
R2,Cybersecurity breach - geo/address data,45,mttr_days,0.15,0.4508,0.4748,0
R2,Cybersecurity breach - geo/address data,46,mttr_days,0.15,0.4394,0.5666,1
R2,Cybersecurity breach - geo/address data,47,mttr_days,0.15,0.4719,0.4584,0
R2,Cybersecurity breach - geo/address data,48,mttr_days,0.15,0.4579,0.4997,0
R2,Cybersecurity breach - geo/address data,49,mttr_days,0.15,0.6285,0.3477,0
R2,Cybersecurity breach - geo/address data,50,mttr_days,0.15,0.1971,0.437,0
R2,Cybersecurity breach - geo/address data,51,mttr_days,0.15,0.3051,0.3929,0
R2,Cybersecurity breach - geo/address data,52,mttr_days,0.15,0.4729,0.3467,0
R2,Cybersecurity breach - geo/address data,53,mttr_days,0.15,0.3931,0.3313,0
R2,Cybersecurity breach - geo/address data,54,mttr_days,0.15,0.458,0.4182,0
R2,Cybersecurity breach - geo/address data,55,mttr_days,0.15,0.5497,0.5107,0
R2,Cybersecurity breach - geo/address data,56,mttr_days,0.15,0.3962,0.3098,0
R2,Cybersecurity breach - geo/address data,57,mttr_days,0.15,0.6023,0.4512,0
R2,Cybersecurity breach - geo/address data,58,mttr_days,0.15,0.5109,0.4326,0
R2,Cybersecurity breach - geo/address data,59,mttr_days,0.15,0.5297,0.4083,0
R2,Cybersecurity breach - geo/address data,60,mttr_days,0.15,0.5335,0.5602,1
R2,Cybersecurity breach - geo/address data,61,mttr_days,0.15,0.4778,0.4693,0
R2,Cybersecurity breach - geo/address data,62,mttr_days,0.15,0.4681,0.5705,1
R2,Cybersecurity breach - geo/address data,63,mttr_days,0.15,0.485,0.4342,0
R2,Cybersecurity breach - geo/address data,64,mttr_days,0.15,0.4032,0.4134,0
R2,Cybersecurity breach - geo/address data,65,mttr_days,0.15,0.418,0.4278,0
R2,Cybersecurity breach - geo/address data,66,mttr_days,0.15,0.5955,0.4532,0
R2,Cybersecurity breach - geo/address data,67,mttr_days,0.15,0.1414,0.4575,0
R2,Cybersecurity breach - geo/address data,68,mttr_days,0.15,0.3446,0.339,0
R2,Cybersecurity breach - geo/address data,69,mttr_days,0.15,0.3065,0.4603,0
R2,Cybersecurity breach - geo/address data,70,mttr_days,0.15,0.4651,0.4814,0
R2,Cybersecurity breach - geo/address data,71,mttr_days,0.15,0.2976,0.5176,0
R2,Cybersecurity breach - geo/address data,72,mttr_days,0.15,0.2653,0.5365,0
R2,Cybersecurity breach - geo/address data,73,mttr_days,0.15,0.2673,0.319,0
R2,Cybersecurity breach - geo/address data,74,mttr_days,0.15,0.3215,0.4084,0
R2,Cybersecurity breach - geo/address data,75,mttr_days,0.15,0.6739,0.3426,0
R2,Cybersecurity breach - geo/address data,76,mttr_days,0.15,0.5935,0.4074,0
R2,Cybersecurity breach - geo/address data,77,mttr_days,0.15,0.3906,0.4612,0
R2,Cybersecurity breach - geo/address data,78,mttr_days,0.15,0.3996,0.5268,0
R2,Cybersecurity breach - geo/address data,79,mttr_days,0.15,0.3471,0.3619,0
R2,Cybersecurity breach - geo/address data,80,mttr_days,0.15,0.2181,0.3724,0
R2,Cybersecurity breach - geo/address data,81,mttr_days,0.15,0.4652,0.3401,0
R2,Cybersecurity breach - geo/address data,82,mttr_days,0.15,0.3837,0.4256,0
R2,Cybersecurity breach - geo/address data,83,mttr_days,0.15,0.4519,0.3553,0
R2,Cybersecurity breach - geo/address data,84,mttr_days,0.15,0.3241,0.3945,0
R2,Cybersecurity breach - geo/address data,85,mttr_days,0.15,0.3866,0.3565,0
R2,Cybersecurity breach - geo/address data,86,mttr_days,0.15,0.5555,0.459,0
R2,Cybersecurity breach - geo/address data,87,mttr_days,0.15,0.4689,0.3305,0
R2,Cybersecurity breach - geo/address data,88,mttr_days,0.15,0.4625,0.3218,0
R2,Cybersecurity breach - geo/address data,89,mttr_days,0.15,0.2838,0.5784,1
R2,Cybersecurity breach - geo/address data,90,mttr_days,0.15,0.4656,0.3353,0
R2,Cybersecurity breach - geo/address data,91,mttr_days,0.15,0.306,0.3596,0
R2,Cybersecurity breach - geo/address data,92,mttr_days,0.15,0.4528,0.5646,1
R2,Cybersecurity breach - geo/address data,93,mttr_days,0.15,0.4358,0.5765,1
R2,Cybersecurity breach - geo/address data,94,mttr_days,0.15,0.3332,0.3385,0
R2,Cybersecurity breach - geo/address data,95,mttr_days,0.15,0.4144,0.3784,0
R2,Cybersecurity breach - geo/address data,96,mttr_days,0.15,0.4349,0.4487,0
R2,Cybersecurity breach - geo/address data,97,mttr_days,0.15,0.5405,0.5366,0
R2,Cybersecurity breach - geo/address data,98,mttr_days,0.15,0.4646,0.3282,0
R2,Cybersecurity breach - geo/address data,99,mttr_days,0.15,0.5702,0.4067,0
R2,Cybersecurity breach - geo/address data,100,mttr_days,0.15,0.4983,0.4565,0
R2,Cybersecurity breach - geo/address data,101,mttr_days,0.15,0.4447,0.4663,0
R2,Cybersecurity breach - geo/address data,102,mttr_days,0.15,0.5172,0.4419,0
R2,Cybersecurity breach - geo/address data,103,mttr_days,0.15,0.5419,0.4083,0
R2,Cybersecurity breach - geo/address data,104,mttr_days,0.15,0.6134,0.3476,0
R2,Cybersecurity breach - geo/address data,105,mttr_days,0.15,0.3429,0.4193,0
R2,Cybersecurity breach - geo/address data,106,mttr_days,0.15,0.3119,0.4239,0
R2,Cybersecurity breach - geo/address data,107,mttr_days,0.15,0.5835,0.444,0
R2,Cybersecurity breach - geo/address data,108,mttr_days,0.15,0.2723,0.3932,0
R2,Cybersecurity breach - geo/address data,109,mttr_days,0.15,0.3881,0.5063,0
R2,Cybersecurity breach - geo/address data,110,mttr_days,0.15,0.459,0.4951,0
R2,Cybersecurity breach - geo/address data,111,mttr_days,0.15,0.4655,0.4518,0
R2,Cybersecurity breach - geo/address data,112,mttr_days,0.15,0.4493,0.4586,0
R2,Cybersecurity breach - geo/address data,113,mttr_days,0.15,0.2612,0.4052,0
R2,Cybersecurity breach - geo/address data,114,mttr_days,0.15,0.3218,0.4018,0
R2,Cybersecurity breach - geo/address data,115,mttr_days,0.15,0.3615,0.3881,0
R2,Cybersecurity breach - geo/address data,116,mttr_days,0.15,0.3075,0.4714,0
R2,Cybersecurity breach - geo/address data,117,mttr_days,0.15,0.6814,0.4242,0
R2,Cybersecurity breach - geo/address data,118,mttr_days,0.15,0.567,0.5982,1
R2,Cybersecurity breach - geo/address data,119,mttr_days,0.15,0.4613,0.5804,1
R2,Cybersecurity breach - geo/address data,120,mttr_days,0.15,0.3544,0.4686,0
R2,Cybersecurity breach - geo/address data,121,mttr_days,0.15,0.4354,0.3576,0
R2,Cybersecurity breach - geo/address data,122,mttr_days,0.15,0.4567,0.338,0
R2,Cybersecurity breach - geo/address data,123,mttr_days,0.15,0.1405,0.5479,0
R2,Cybersecurity breach - geo/address data,124,mttr_days,0.15,0.3288,0.4808,0
R2,Cybersecurity breach - geo/address data,125,mttr_days,0.15,0.3685,0.5028,0
R2,Cybersecurity breach - geo/address data,126,mttr_days,0.15,0.1552,0.3132,0
R2,Cybersecurity breach - geo/address data,127,mttr_days,0.15,0.2686,0.527,0
R2,Cybersecurity breach - geo/address data,128,mttr_days,0.15,0.5384,0.4603,0
R2,Cybersecurity breach - geo/address data,129,mttr_days,0.15,0.4103,0.3284,0
R2,Cybersecurity breach - geo/address data,130,mttr_days,0.15,0.5971,0.3942,0
R2,Cybersecurity breach - geo/address data,131,mttr_days,0.15,0.4894,0.4623,0
R2,Cybersecurity breach - geo/address data,132,mttr_days,0.15,0.4219,0.4239,0
R2,Cybersecurity breach - geo/address data,133,mttr_days,0.15,0.385,0.4262,0
R2,Cybersecurity breach - geo/address data,134,mttr_days,0.15,0.4586,0.4048,0
R2,Cybersecurity breach - geo/address data,135,mttr_days,0.15,0.5697,0.416,0
R2,Cybersecurity breach - geo/address data,136,mttr_days,0.15,0.357,0.4267,0
R2,Cybersecurity breach - geo/address data,137,mttr_days,0.15,0.4588,0.5801,1
R2,Cybersecurity breach - geo/address data,138,mttr_days,0.15,0.5184,0.3563,0
R2,Cybersecurity breach - geo/address data,139,mttr_days,0.15,0.429,0.4592,0
R2,Cybersecurity breach - geo/address data,140,mttr_days,0.15,0.3617,0.5141,0
R2,Cybersecurity breach - geo/address data,141,mttr_days,0.15,0.2494,0.4845,0
R2,Cybersecurity breach - geo/address data,142,mttr_days,0.15,0.475,0.4214,0
R2,Cybersecurity breach - geo/address data,143,mttr_days,0.15,0.418,0.2885,0
R2,Cybersecurity breach - geo/address data,144,mttr_days,0.15,0.3808,0.4767,0
R2,Cybersecurity breach - geo/address data,145,mttr_days,0.15,0.3715,0.5665,1
R2,Cybersecurity breach - geo/address data,146,mttr_days,0.15,0.514,0.3182,0
R2,Cybersecurity breach - geo/address data,147,mttr_days,0.15,0.4556,0.5012,0
R2,Cybersecurity breach - geo/address data,148,mttr_days,0.15,0.5158,0.4,0
R2,Cybersecurity breach - geo/address data,149,mttr_days,0.15,0.591,0.4631,0
R2,Cybersecurity breach - geo/address data,150,mttr_days,0.15,0.3623,0.3449,0
R2,Cybersecurity breach - geo/address data,151,mttr_days,0.15,0.5611,0.3846,0
R2,Cybersecurity breach - geo/address data,152,mttr_days,0.15,0.4651,0.5177,0
R2,Cybersecurity breach - geo/address data,153,mttr_days,0.15,0.5123,0.4433,0
R2,Cybersecurity breach - geo/address data,154,mttr_days,0.15,0.448,0.5639,1
R2,Cybersecurity breach - geo/address data,155,mttr_days,0.15,0.4167,0.5379,0
R2,Cybersecurity breach - geo/address data,156,mttr_days,0.15,0.2466,0.5282,0
R3,Cost-reduction & sustainability (upside),1,cost_reduction,0.4,0.4389,0.3642,0
R3,Cost-reduction & sustainability (upside),2,cost_reduction,0.4,0.4605,0.3788,0
R3,Cost-reduction & sustainability (upside),3,cost_reduction,0.4,0.4542,0.3766,0
R3,Cost-reduction & sustainability (upside),4,cost_reduction,0.4,0.4585,0.3692,0
R3,Cost-reduction & sustainability (upside),5,cost_reduction,0.4,0.4372,0.5572,1
R3,Cost-reduction & sustainability (upside),6,cost_reduction,0.4,0.438,0.3854,0
R3,Cost-reduction & sustainability (upside),7,cost_reduction,0.4,0.4467,0.3749,0
R3,Cost-reduction & sustainability (upside),8,cost_reduction,0.4,0.4483,0.4025,0
